"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Epb4.1l2","Group_safe",0.544276974475118,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.944016563940234,-0.0831159212061953
"Epb4.1l3","Group_safe",0.58525741325481,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.973962907091446,-0.0380612658797786
"Epb4.1l4a","Group_safe",0.53480642017586,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.950453947828811,-0.073311368958884
"Epb4.1l4aos","Group_safe",0.996296847977674,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00074065927419,0.00106814994308739
"Epb4.1l4b","Group_safe",0.937044162558915,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01666914854167,0.0238502638406464
"Epb4.1l5","Group_safe",0.733432792283605,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.962937553923215,-0.0544858519239309
"Epb4.2","Group_safe",0.440063712412089,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.265652701727089,-1.91238670958079
"Epc1","Group_safe",0.95520878035921,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00430941175024,0.00620380915747019
"Epc2","Group_safe",0.179393041720057,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.826656039025356,-0.274640927541231
"Epcam","Group_safe",0.996053393995247,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.993100431564171,-0.00998847099785159
"Epdr1","Group_safe",0.412091788879631,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.05646583917082,0.0792461184743313
"Epg5","Group_safe",0.792455077995498,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02374623755589,0.0338581497227606
"Epgn","Group_safe",0.147717129303626,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.600807100785738,-0.735026231090049
"Epha1","Group_safe",0.912595215625679,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.989898863823514,-0.014646959708882
"Epha2","Group_safe",0.695603569574326,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02345672229138,0.0334500981056465
"Epha3","Group_safe",0.796826634743427,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.907226679500265,-0.140465027560525
"Epha4","Group_safe",0.638646733696261,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.956978165139094,-0.0634420870046057
"Epha7","Group_safe",0.236063409877479,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.851702626532934,-0.231578296025358
"Ephb1","Group_safe",0.913568246587286,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04127818000728,0.0583555396307999
"Ephb2","Group_safe",0.210407976266557,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.08270169917196,0.114635813209541
"Ephb3","Group_safe",0.488790019587328,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0606082854469,0.0848919239349372
"Ephb4","Group_safe",0.8558844374958,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01554032151692,0.0222475222511523
"Ephb6","Group_safe",0.608503961046747,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.08144178859403,0.112956010591681
"Ephx1","Group_safe",0.716805380463188,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.07069693910625,0.0985501828697935
"Ephx2","Group_safe",0.136076919137151,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.28092586349221,0.357186978827692
"Ephx3","Group_safe",0.0581973832960632,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",2.34068773697965,1.22693248235278
"Ephx4","Group_safe",0.720293909707042,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.21298278066427,0.278559070304594
"Epm2a","Group_safe",0.393600568509527,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.858492486205719,-0.220122587522137
"Epm2aip1","Group_safe",0.0812857134302026,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.80513312225562,-0.312700753970936
"Epn1","Group_safe",0.877412650115248,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.982367852595139,-0.0256647447456623
"Epn2","Group_safe",0.846909207062992,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00696097858267,0.0100077775889465
"Epn3","Group_safe",0.721414306151883,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.936498174252217,-0.0946519130189776
"Epor","Group_safe",0.49777596715605,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.13109706362833,0.177722737644878
"Eppk1","Group_safe",0.59468974769102,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.09075254142086,0.1253238351547
"Eprs","Group_safe",0.190980444204945,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.897757447266433,-0.155602379200394
"Eps15","Group_safe",0.239095036967537,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.887609172000814,-0.172003519362667
"Eps15l1","Group_safe",0.490719489159605,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02834086145975,0.0403185501617007
"Eps8","Group_safe",0.940111880294969,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01134022554426,0.0162684167602662
"Eps8l1","Group_safe",0.229258093132492,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.66440187235625,0.735003816445057
"Eps8l2","Group_safe",0.200108604772731,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.1396888773649,0.188640038123825
"Epsti1","Group_safe",0.510825247137759,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.60135019913382,-0.733722698936893
"Ept1","Group_safe",0.242058484783909,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.923535836832682,-0.11476015033621
"Eqtn","Group_safe",0.643695469967641,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.59876235828029,0.676955511044849
"Eral1","Group_safe",0.700902984391555,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02098335187475,0.0299593418635523
"Erap1","Group_safe",0.646593245723568,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.962114873204839,-0.0557189377850378
"Erbb2","Group_safe",0.0276845148714123,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.10516392626781,0.144260376922917
"Erbb2ip","Group_safe",0.835692614038653,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.974221390081176,-0.0376784354358957
"Erbb3","Group_safe",0.0915539151064487,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.19118464600677,0.252397063269843
"Erc1","Group_safe",0.981089846617377,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00199658404341,0.00287759017780172
"Erc2","Group_safe",0.86657689902514,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.11452992480913,0.156435353066161
"Ercc1","Group_safe",0.42546547591007,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.956641570012953,-0.0639496111645615
"Ercc2","Group_safe",0.615813585245144,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03987101625823,0.0564045901501174
"Ercc3","Group_safe",0.488548136951321,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04361780962827,0.0615934694703288
"Ercc4","Group_safe",0.360406355529807,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04300898304729,0.0607515833053973
"Ercc5","Group_safe",0.270807350142466,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.929259130794597,-0.105847135973193
"Ercc6","Group_safe",0.260434569403898,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.874056487993248,-0.194201574527314
"Ercc6l","Group_safe",0.911582557652973,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.979030491465187,-0.0305743022692354
"Ercc6l2","Group_safe",0.221415846199968,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.876238256992064,-0.190604890078322
"Ercc8","Group_safe",0.720835608631641,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.974135234585033,-0.0378060261505924
"Erdr1","Group_safe",0.162423716326376,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.726734381244764,-0.46049993415758
"Ereg","Group_safe",0.38431809368888,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.892659737702798,-0.163817738439002
"Erf","Group_safe",0.799242987337746,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.986928170305275,-0.0189830072830634
"Ergic1","Group_safe",0.961575398734223,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00274879573562,0.00396023352984878
"Ergic2","Group_safe",0.0495267086101669,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.84982951594349,-0.234754643250976
"Ergic3","Group_safe",0.577302515737641,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.05944677039754,0.0833111044513344
"Erh","Group_safe",0.754817757593141,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.982936369367188,-0.0248300685246375
"Eri1","Group_safe",0.341088742210598,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.917626990644078,-0.124020268163436
"Eri2","Group_safe",0.53879446980372,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.918848626194626,-0.122100887590831
"Eri3","Group_safe",0.960972866858304,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.997013918830587,-0.00431444935346554
"Erich1","Group_safe",0.367010573964992,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0613626636414,0.0859177039782338
"Erich2","Group_safe",0.752732351030474,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.22804345210856,0.296361608780132
"Erich6","Group_safe",0.135685430956405,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.649331254030381,-0.622973443123581
"Erlec1","Group_safe",0.974033081825287,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00125370670481,0.0018075835925398
"Erlin1","Group_safe",0.424524684079577,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.951517498328002,-0.0716979071017729
"Erlin2","Group_safe",0.45859186825159,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03958012810619,0.0560009616270076
"Ermap","Group_safe",0.552113281145942,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.781316478268903,-0.356021053375867
"Ermard","Group_safe",0.832547855156133,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0156452533894,0.0223965826758251
"Ermp1","Group_safe",0.539113921570474,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.942109472223919,-0.0860333855182446
"Ern1","Group_safe",0.926776521424231,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00878134514302,0.0126135020332343
"Ero1l","Group_safe",0.983269573975298,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.991654686030956,-0.0120902620566792
"Ero1lb","Group_safe",0.931721074600925,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01045236138485,0.0150013062659677
"Erp27","Group_safe",0.419240678234579,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.37979434894512,0.464453256955541
"Erp29","Group_safe",0.863261724373234,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00954143644634,0.0137001270426433
"Erp44","Group_safe",0.247071025402262,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.962550183629198,-0.0550663357138885
"Errfi1","Group_safe",0.833576767096319,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.974914467415293,-0.0366524430493934
"Erv3","Group_safe",0.900580744192371,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.06646634863964,0.0928384434875329
"Esam","Group_safe",0.373407158197096,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.528971795925168,-0.918737293084242
"Esco1","Group_safe",0.696662419472201,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04110787195168,0.0581195578467692
"Esco2","Group_safe",0.527659566782713,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.837588243240562,-0.255686902782892
"Esd","Group_safe",0.744839836283083,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.07922816094401,0.109999898992038
"Esf1","Group_safe",0.628527029712997,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.05145328695131,0.0723847566976539
"Esm1","Group_safe",0.633206458821641,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.23130905636805,0.300192921146551
"Espl1","Group_safe",0.867369438438998,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.972580630207854,-0.0401102355556024
"Espn","Group_safe",0.974250144338038,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01083725286558,0.0155507387009126
"Espnl","Group_safe",0.781375018838261,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.858826315660397,-0.219561696784425
"Esr1","Group_safe",0.775735584983355,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.94785679723958,-0.0772589825127528
"Esr2","Group_safe",0.426988488338204,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.516590271821136,-0.952907619312889
"Esrp2","Group_safe",0.580823754137644,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.754421169701593,-0.406557935052783
"Esrra","Group_safe",0.760775468450785,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01903569781013,0.0272045913973108
"Esrrb","Group_safe",0.572393423094109,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.1706601148266,0.227322269835236
"Esrrg","Group_safe",0.95630074167631,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04812559845702,0.0678116075374838
"Esx1","Group_safe",0.804961063541978,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.25554937008809,0.328318758661883
"Esyt1","Group_safe",0.842564940816239,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.991220393897435,-0.0127222243256975
"Esyt2","Group_safe",0.111321602347634,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.84508199555544,-0.242836766697093
"Esyt3","Group_safe",0.763066357660356,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.918627866830233,-0.122447546111886
"Etaa1","Group_safe",0.36807534420174,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.876180010145397,-0.190700794621708
"Etaa1os","Group_safe",0.600311580383456,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.729610031544111,-0.454802529365726
"Etf1","Group_safe",0.200332385451666,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.930262738296843,-0.104289854253476
"Etfa","Group_safe",0.891328842183832,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.992338248325741,-0.0110961335446569
"Etfb","Group_safe",0.493247076735359,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0484358144009,0.0682385418541754
"Etfdh","Group_safe",0.575934328893275,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03286446058784,0.0466509464901158
"Ethe1","Group_safe",0.753023274560159,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.967185933232008,-0.0481348327279535
"Etl4","Group_safe",0.695744541334615,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.956771798200472,-0.0637532295946094
"Etnk1","Group_safe",0.097048023464757,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.85003220359715,-0.234410595884287
"Etnk2","Group_safe",0.704261873452152,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.79965928246789,0.847723796542684
"Etnppl","Group_safe",0.399901006564221,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.442538752240675,-1.17612430021712
"Etohd2","Group_safe",0.732783387247623,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.9481724025185,-0.0767786922566329
"Etohi1","Group_safe",0.890467539126028,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.98104261943369,-0.0276122820819667
"Ets1","Group_safe",0.498128078946074,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.950425562831042,-0.0733544552200502
"Ets2","Group_safe",0.525627221438589,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02561550774672,0.0364899814025023
"Etv1","Group_safe",0.138610940432812,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.872111301028041,-0.197415827781523
"Etv3","Group_safe",0.65749669779653,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02434720902226,0.0347048089224009
"Etv4","Group_safe",0.825135131052497,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.975835708227808,-0.0352898188988724
"Etv5","Group_safe",0.962018844689335,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.991538993602292,-0.0122585853979701
"Etv6","Group_safe",0.556546922818269,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.961198481004032,-0.0570937263297801
"EU599041","Group_safe",0.774453372488098,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.45081753834907,0.536866090685715
"Eva1a","Group_safe",0.411624278333172,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.828172812727037,-0.271996252222649
"Eva1b","Group_safe",0.629878956626805,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.965103066860519,-0.0512450736377543
"Eva1c","Group_safe",0.824356785561731,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02796484366484,0.0397909252927994
"Evc","Group_safe",0.279814557893375,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.06094591567915,0.0853511132081401
"Evc2","Group_safe",0.287155883914181,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.06686398693838,0.0933762606260552
"Evi2a","Group_safe",0.846991034046474,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.97490152392642,-0.0366715971719291
"Evi5","Group_safe",0.0836314031997983,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.822721222628871,-0.281524435642515
"Evi5l","Group_safe",0.436978923866241,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.06958333319804,0.0970488898970476
"Evl","Group_safe",0.820269068502764,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02440675459215,0.0347886707232199
"Evpl","Group_safe",0.622443439464198,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.837189849830842,-0.256373274559243
"Ewsr1","Group_safe",0.463228447121714,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.958117286923222,-0.0617258221145462
"Exd1","Group_safe",0.812350332096352,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.953048987873623,-0.0693777225717359
"Exd2","Group_safe",0.980539423779808,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0014484977598,0.00208822850249562
"Exo1","Group_safe",0.78493158595583,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.945943312352292,-0.0801743652747939
"Exo5","Group_safe",0.79219072626196,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02310371500272,0.032952402693863
"Exoc1","Group_safe",0.818992470269287,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.989303692953307,-0.0155146324853447
"Exoc2","Group_safe",0.846840479894258,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00719365231369,0.0103410958299908
"Exoc3","Group_safe",0.693026681493816,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01689706048503,0.0241736439502989
"Exoc3l","Group_safe",0.298535213357335,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.08678588007571,0.120067726766481
"Exoc3l4","Group_safe",0.418048033637662,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.920670044088785,-0.119243888676382
"Exoc4","Group_safe",0.71543904507226,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03933128322744,0.0556555815667661
"Exoc5","Group_safe",0.283674658004573,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.875499111582717,-0.191822380210093
"Exoc6","Group_safe",0.696422019979161,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.952800470333461,-0.0697539695237224
"Exoc6b","Group_safe",0.877678864237074,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0109577690871,0.0157227325513756
"Exoc7","Group_safe",0.688473421883965,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01806982813865,0.0258365174592181
"Exoc8","Group_safe",0.794938689064379,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01261636596328,0.0180877064680654
"Exog","Group_safe",0.501837901312308,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04029630706061,0.0569945089832767
"Exosc1","Group_safe",0.893558791725518,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00870862330022,0.0125094961212697
"Exosc10","Group_safe",0.40917579590422,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02817615128388,0.0400874540385486
"Exosc2","Group_safe",0.899572305440612,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.992719935901143,-0.0105413298785847
"Exosc3","Group_safe",0.433951724040022,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04056673554296,0.0573694936166809
"Exosc4","Group_safe",0.557241641466289,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04285026104084,0.0605320215562668
"Exosc5","Group_safe",0.744933967305971,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.974607025566419,-0.0371074724871363
"Exosc6","Group_safe",0.191694043782631,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.890420785289496,-0.16744082466472
"Exosc7","Group_safe",0.334961268755744,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.927138151199781,-0.109143766607578
"Exosc8","Group_safe",0.498237643704945,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.958097542640097,-0.0617555525799536
"Exosc9","Group_safe",0.733379527374841,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02183850554689,0.03116720639621
